music,streams,average,std_dev
JÓ KISLÁNY,"[41002, 33211, 30824]",35012.333333333336,4345.996037222716
Mary On A Cross,"[37345, 49164, 61762, 61347, 62797, 56184, 53345, 49139, 43484, 38985, 36822, 37831, 31463]",47666.769230769234,10378.468555722959
Alors on danse - Radio Edit,[32149],32149.0,0.0
Super Freaky Girl,"[31972, 31268, 37119, 42436, 45705, 45773, 50157, 45529, 42382, 42133, 38297, 34834, 31918]",39963.307692307695,5946.2496827782825
Pink Venom,"[70288, 59474, 48786, 46274, 56669, 42379, 37431, 31270]",49071.375,11838.314913211889
PESTI ISTENEK,"[30352, 32158, 34911, 29647, 33926, 30452, 28693]",31448.428571428572,2126.828951221772
BILLIE EILISH.,"[27853, 31137, 34364, 35321, 36841, 36756, 36190, 36491, 36922, 36470, 34201]",34776.90909090909,2739.7384232986865
Hold Me Closer,"[48410, 43335, 34916, 32474, 33394, 33112, 36719, 30556]",36614.5,5741.113263122406
Megették a premimet a disznók,[35456],35456.0,0.0
Atlantis,"[27966, 32500, 35534, 36285, 35382, 35498, 34122, 32145]",33679.0,2574.3699714687477
MISA MISA!,[26962],26962.0,0.0
Maybe You’re The Problem,"[26788, 27530, 28105, 28217]",27660.0,566.9122507055215
FÁRADT,"[110255, 71937, 63050, 54358, 51751, 45616, 41575, 37576, 31874]",56443.555555555555,22369.847558766895
GUY RITCHIE,"[110019, 73540, 64183, 56551, 56805, 50661, 45141, 41575, 34130, 34797, 33272, 30913, 30167]",50904.153846153844,21575.749616520694
TOM HANKS,"[105885, 68415, 61075, 53051, 51702, 47704, 41623, 36147]",58200.25,20391.496492104252
PULLED PORK,"[98172, 60037, 48044, 43146, 39196, 36890, 32601]",51155.142857142855,20887.6909646982
BACKSEAT BOIS,"[96908, 58317, 47821, 41849, 38581, 35407, 31039]",49988.857142857145,20851.816148572707
DAY 1000,"[95521, 56854, 48305, 40868, 37294, 35214, 31776]",49404.57142857143,20406.952133715487
ALBÁN TYGA INTERLUDE,"[93427, 55398, 46241, 39646, 37969, 35411, 31697]",48541.28571428572,19690.704440088954
Beb*sztam,"[90726, 59329, 45320, 39910, 35487, 33153, 29942, 59699, 57088, 40219, 32365]",47567.09090909091,17194.031144316785
FREESTYLE FREESTYLE,"[74113, 41523, 33601, 28459]",44424.0,17761.412359381786
Nem Kár,[28662],28662.0,0.0
New Gold (feat. Tame Impala and Bootie Brown),[28250],28250.0,0.0
Vágod?,"[27754, 29149, 29219, 29325]",28861.75,642.6217297135229
poligamy,"[71375, 53870, 45659, 42787, 36855, 36249, 38344, 36102, 36065, 31694, 56695, 38678, 30681, 32258]",41950.857142857145,11074.107592921058
B.O.T.A. (Baddest Of Them All) - Edit,"[39179, 42781, 38677, 35905, 34908, 33849]",37549.833333333336,3018.57363759037
I'm Not The Only One,"[29664, 30146, 34023, 30121, 28109]",30412.6,1952.3354834658926
Kicsinál,[29620],29620.0,0.0
Shut Down,"[83577, 66896, 56452, 50285, 43549, 37393]",56358.666666666664,15343.594066870022
Typa Girl,[34216],34216.0,0.0
Hotel,[29334],29334.0,0.0
Elnézést kívánok,[41308],41308.0,0.0
CUFF IT,"[37645, 44779, 46693, 45389, 41449, 35859, 34712, 32422, 30922, 40904, 31342, 32591, 32528]",37479.61538461538,5499.5865094703195
I Really Want to Stay at Your House,"[30308, 29620]",29964.0,344.0
