artist_names,track_name,danceability,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,duration_ms,popularity
"SHAED, ZAYN",Trampoline (with ZAYN),0.619,-5.782,0,0.0334,0.56,0.0,0.137,0.498,184280,37.35012703189125
Pogány Induló,Gengetek ellen,0.643,-7.177,1,0.0873,0.00361,1.17e-05,0.061,0.0715,169796,74.00214460920436
Ariana Grande,no tears left to cry,0.699,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,205920,28.369545262860058
"Becky Hill, Topic",My Heart Goes (La Di Da) (feat. Topic),0.695,-5.578,0,0.0452,0.0185,3.12e-05,0.295,0.456,148960,23.447050058778075
Dua Lipa,IDGAF,0.836,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,217947,27.462084974710407
Andy Williams,It's the Most Wonderful Time of the Year,0.234,-11.656,1,0.0411,0.871,2.34e-06,0.122,0.649,151000,51.46069854559365
"Red Bull Pilvaker, Fluor, Deego, Szakács Gergő",Magány,0.632,-5.809,0,0.145,0.402,0.0,0.128,0.74,198667,24.07117667862711
Meghan Trainor,Made You Look,0.834,-3.574,1,0.0703,0.34,1.59e-06,0.0783,0.854,134256,40.37535368467057
Lizzo,Truth Hurts,0.715,-3.046,0,0.114,0.11,0.0,0.123,0.412,173325,31.34882577451971
"Justin Bieber, Quavo",Intentions (feat. Quavo),0.806,-6.637,1,0.0579,0.298,0.0,0.102,0.875,212867,43.65662220798173
"Justin Bieber, Chance the Rapper",Holy (feat. Chance The Rapper),0.673,-8.056,1,0.36,0.196,0.0,0.0898,0.372,212093,35.39394838100014
"ALEE, Apu",Menned kell,0.756,-3.68,0,0.0824,0.127,7.58e-06,0.365,0.708,138487,50.73134382236178
"Black Eyed Peas, Ozuna, J. Rey Soul",MAMACITA,0.88,-6.945,1,0.0469,0.194,0.000565,0.0939,0.447,251429,34.30192985893251
"RAYE, 070 Shake",Escapism.,0.538,-5.355,1,0.114,0.138,4.67e-05,0.0934,0.25,272373,45.515425620872776
Michael Bublé,Holly Jolly Christmas,0.647,-8.308,1,0.0428,0.865,0.0,0.0882,0.699,119787,51.44325758933503
Pogány Induló,Gyönyör,0.48,-13.575,1,0.246,0.672,0.0,0.139,0.221,195692,36.31281247583665
"Måneskin, Tom Morello",GOSSIP (feat. Tom Morello),0.706,-2.974,1,0.0617,0.00164,0.0,0.0981,0.918,168280,36.22446772022509
Natasha Bedingfield,Unwritten,0.706,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,259333,44.15927668668255
"Öwnboss, Sevek",Move Your Body,0.848,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,157445,22.45075606696318
Dzsúdló,ROSSZLÁNY,0.836,-5.167,1,0.124,0.576,0.0,0.084,0.568,116000,47.4559090723328
Rita Ora,Let You Love Me,0.475,-3.344,1,0.283,0.275,0.0,0.0824,0.451,191120,31.246554480475183
BANNERS,Someone To You,0.52,-5.497,1,0.042,0.00517,0.0,0.254,0.652,219801,15.442240884224091
The Weeknd,Heartless,0.531,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,200080,29.483087986740745
Rammstein,Deutschland,0.521,-5.242,1,0.0442,5.54e-05,0.349,0.0985,0.237,322340,27.791024748273827
"ekhoe, ibbigang, Szalai",Charmy,0.839,-5.86,0,0.233,0.00979,0.0,0.147,0.58,211023,31.119977242205948
BSW,Hello,0.642,-3.959,0,0.187,0.287,0.0,0.11,0.799,163516,14.76714880396014
Joji,Glimpse of Us,0.44,-9.258,1,0.0531,0.891,4.78e-06,0.141,0.268,233456,41.24272124838549
"KKevin, G.w.M",Így Jó,0.851,-7.897,1,0.291,0.0863,0.0,0.294,0.707,223713,33.390852484059295
Lady Gaga,Always Remember Us This Way,0.549,-5.972,1,0.0405,0.299,0.0,0.764,0.291,210200,33.51987939451422
"Halott Pénz, Agebeat & Kovary",Élnünk Kellett Volna,0.653,-5.785,1,0.0955,0.0203,0.0,0.154,0.572,220328,17.565342328272862
Lizzo,About Damn Time,0.836,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,191822,43.12777039143052
"Elley Duhé, Whethan",MONEY ON THE DASH - SPED UP,0.777,-7.01,0,0.189,0.0324,7.94e-05,0.138,0.516,116465,37.9026870084078
Dzsúdló,Miért ne,0.778,-5.405,1,0.202,0.233,0.0,0.105,0.361,193937,33.29130143581682
The Weeknd,Take My Breath - Single Version,0.747,-6.008,1,0.0487,0.0106,2.22e-05,0.101,0.523,220196,40.21882051395471
The Ronettes,Sleigh Ride,0.527,-7.557,1,0.0304,0.457,2.36e-06,0.304,0.799,180833,42.02321348919058
"Stadiumx, Sam Martin, Azahriah",Heaven,0.591,-3.97,0,0.0425,0.0177,0.0,0.115,0.403,204452,53.58004892341575
"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike",Thank You (Not So Bad),0.673,-5.149,1,0.0488,0.0229,0.0823,0.398,0.563,140000,53.3335139964951
ekhoe,Kopott szavak,0.802,-9.109,0,0.511,0.00479,0.0,0.129,0.43,163137,61.65887038147454
"Azahriah, DESH, Young Fly",Lóerő,0.752,-6.072,0,0.0815,0.301,0.0,0.056,0.76,177766,45.009771422091845
Rich Amiri,ONE CALL,0.65,-7.281,1,0.0561,0.00617,2.67e-05,0.114,0.253,121399,50.39903724173408
"G.w.M, L.L. Junior",Ez a lány,0.841,-8.341,1,0.186,0.173,0.0,0.151,0.693,196000,30.83464056835992
ByeAlex és a Slepp,Széllel szemben,0.744,-8.401,1,0.0271,0.317,1.7e-05,0.276,0.693,206857,14.985483643072923
José Feliciano,Feliz Navidad,0.514,-9.642,1,0.0451,0.406,1.93e-06,0.299,0.967,182307,44.30585517088063
"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open,0.586,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,242096,30.490736096724905
HENN,SANDELA,0.648,-10.664,0,0.18,0.19,0.0,0.141,0.711,177527,57.47148552975439
Justin Bieber,Mistletoe,0.658,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,182947,42.57918477375979
KKevin,Csakaszesz,0.612,-5.743,0,0.477,0.14,0.0,0.232,0.876,157333,50.9609058779385
"Metro Boomin, Future, Chris Brown",Superhero (Heroes & Villains) [with Future & Chris Brown],0.709,-5.298,0,0.204,0.138,2.97e-06,0.195,0.533,182667,34.26286429690995
Pogány Induló,Kitartást,0.865,-14.151,1,0.222,0.168,0.0,0.098,0.45,146193,70.64164143992774
Mabel,Mad Love,0.622,-2.999,0,0.172,0.667,0.0,0.106,0.62,169813,23.69112349761149
"BENEE, Gus Dapperton",Supalonely,0.863,-4.688,1,0.0537,0.304,3.04e-05,0.123,0.816,223480,41.22268410564932
"Kygo, Ava Max",Whatever,0.58,-5.69,1,0.0655,0.104,0.0,0.342,0.589,178273,52.418530098683846
"Filius Dei, AK26",Classic,0.857,-5.775,0,0.282,0.411,0.0,0.0777,0.715,155105,23.402448652494986
LISA,MONEY,0.831,-9.998,0,0.218,0.161,6.12e-05,0.152,0.396,168228,44.06123069596399
Benson Boone,Beautiful Things,0.472,-5.692,1,0.0603,0.151,0.0,0.14,0.219,180304,73.989818417666
Olivia Rodrigo,traitor,0.38,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,229227,27.71301201451844
"Ariana Grande, Justin Bieber",Stuck with U (with Justin Bieber),0.597,-6.658,1,0.0418,0.223,0.0,0.382,0.537,228482,31.247117189969444
Lil Nas X,Panini,0.703,-6.146,0,0.0752,0.342,0.0,0.123,0.475,114893,42.3225957195301
"The Weeknd, Gesaffelstein",I Was Never There,0.323,-4.008,1,0.0335,0.14,0.000162,0.163,0.156,241067,12.154631241597455
"MEDUZA, James Carter, Elley Duhé, FAST BOY",Bad Memories,0.607,-6.069,0,0.0468,0.122,0.0,0.144,0.664,147629,33.77325304683261
"Bruno X Spacc, VALMAR",Baby,0.838,-6.141,0,0.0789,0.422,0.0,0.117,0.362,158653,50.24112831145239
Manu Chao,Me Gustas Tu,0.657,-6.822,0,0.0825,0.663,0.494,0.222,0.908,239987,14.254248196056636
"Beton.Hofi, ANUBII$",TÜKÖRTEREM,0.72,-9.461,0,0.172,0.262,1.99e-05,0.112,0.198,199200,52.062240016382646
Camila Cabello,Don't Go Yet,0.666,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,164842,30.76162086530185
"Frank Sinatra, B. Swanson Quartet",Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),0.652,-13.336,1,0.0595,0.903,0.0,0.362,0.836,155453,40.73953092667993
Fousheé,Deep End,0.711,-7.136,0,0.23,0.758,0.0,0.156,0.535,141224,33.76364328695256
Jack Harlow,Lovin On Me,0.943,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,138411,49.70604727314934
Lady Gaga,Bloody Mary,0.591,-6.365,0,0.0291,0.0107,1.95e-06,0.113,0.44,244760,31.75802995680096
Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),0.637,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,210576,32.60134693127358
Krúbi,Tárgyalás A Nők Vezérigazgatójával,0.801,-8.161,1,0.211,0.157,8.77e-05,0.0843,0.483,210533,58.55394265420784
Kate Bush,Running Up That Hill (A Deal With God),0.629,-13.123,0,0.055,0.72,0.00314,0.0604,0.197,298933,46.80668485865449
"Post Malone, Ozzy Osbourne, Travis Scott",Take What You Want (feat. Ozzy Osbourne & Travis Scott),0.499,-2.665,0,0.0502,0.0906,0.0,0.147,0.272,229573,42.14025149552076
Shakin' Stevens,Merry Christmas Everyone,0.534,-3.315,1,0.0369,0.129,0.0,0.128,0.96,220160,32.017297797507666
"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",0.904,-5.224,0,0.26,0.0631,0.0,0.185,0.835,227478,36.682267887196815
"Martin Garrix, Tove Lo",Pressure (feat. Tove Lo),0.859,-8.991,0,0.0902,0.659,0.324,0.124,0.357,144391,27.884283540566173
"BSW, Manuel",Ne haragudj rám...,0.58,-6.365,1,0.0983,0.189,1.66e-05,0.109,0.277,234152,42.61353430298051
Sleepy Hallow,2055,0.829,-5.865,0,0.187,0.492,0.0,0.12,0.638,123987,30.431192968824
T. Danny,Szívtelen,0.768,-5.462,0,0.0811,0.533,0.000111,0.0979,0.628,220138,22.287985506001405
Portugal. The Man,Feel It Still,0.801,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,163253,18.870631155936422
"Pogány Induló, VZS",Corleone Drill,0.587,-11.774,1,0.486,0.113,0.0,0.115,0.466,145991,32.771393259842924
"Alan Walker, Au/Ra, Tomine Harket",Darkside,0.43,-5.115,0,0.0431,0.131,0.0,0.173,0.123,211680,21.224591543191263
Azahriah,4k love,0.46,-8.278,0,0.0362,0.358,0.0,0.325,0.454,197647,22.027441742680992
Pogány Induló,Úgy Hiszem,0.812,-10.769,0,0.196,0.177,7.58e-05,0.135,0.534,199184,88.83674032575755
"mgk, blackbear",my ex's best friend (with blackbear),0.728,-5.096,0,0.0433,0.00391,0.0,0.152,0.33,138970,22.1961524558902
Artemas,if u think i'm pretty,0.535,-5.771,1,0.0593,0.541,0.0209,0.402,0.457,128206,42.34969024413789
Pogány Induló,Zártosztály,0.862,-9.033,0,0.309,0.08,0.0,0.0753,0.536,174936,24.949927780524742
Paul McCartney,Wonderful Christmastime - Edited Version / Remastered 2011,0.773,-8.914,1,0.0324,0.322,0.0,0.0672,0.775,227653,31.563183334054827
"Ótvar Pestis, Pogány Induló",Alattam,0.764,-6.094,1,0.391,0.0736,0.0,0.12,0.536,191782,33.058523554684086
"Alan Walker, Sabrina Carpenter, Farruko",On My Way,0.509,-4.929,0,0.102,0.0209,0.0,0.301,0.297,193798,31.66471173061145
"Pogány Induló, Parno Graszt",Székelykapu,0.769,-7.526,0,0.13,0.257,0.0,0.251,0.623,170000,83.49634052320181
"Manuel, ekhoe",Legenda,0.712,-7.013,0,0.0501,0.15,1.19e-06,0.0983,0.288,260500,43.114123785090726
"Beton.Hofi, Hundred Sins, laurie., Dom Beats",HOLNAP MEGÁLLNAK AZ ÓRÁK,0.431,-4.987,0,0.429,0.0673,7.5e-05,0.419,0.64,221538,61.64981175451376
Dua Lipa,Levitating,0.695,-2.278,0,0.0753,0.0561,0.0,0.213,0.914,203808,22.637342495429507
"Major Lazer, MØ, DJ Snake",Lean On (feat. MØ & DJ Snake),0.723,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,176561,17.319616625549244
"Martin Garrix, Bonn",High On Life (feat. Bonn),0.414,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,230762,17.18331823815113
"Kygo, Miguel",Remind Me to Forget,0.689,-6.389,1,0.0933,0.158,0.0,0.138,0.312,217293,18.14677420686209
Jonas Brothers,What A Man Gotta Do,0.853,-7.206,1,0.0633,0.00852,1e-06,0.0773,0.324,180645,29.67103390999891
"GIMS, Morad, SativaMusic",SEYA,0.793,-4.905,0,0.0724,0.216,0.000723,0.139,0.454,188488,41.355993038615736
"Pogány Induló, ekhoe",15,0.771,-8.323,1,0.365,0.0904,0.0,0.254,0.232,144000,63.06188575248518
Ed Sheeran,Perfect,0.599,-6.312,1,0.0232,0.163,0.0,0.106,0.168,263400,17.125831126099982
"Drake, Yeat",IDGAF (feat. Yeat),0.673,-8.577,1,0.224,0.0466,0.000284,0.193,0.14,260111,46.636287006977895
Dove Cameron,Boyfriend,0.345,-6.543,0,0.0608,0.232,0.0,0.194,0.232,153000,41.92254765590008
The White Stripes,Seven Nation Army,0.753,-7.709,1,0.0767,0.00679,0.484,0.311,0.297,231800,13.607794118674777
"Toby Romeo, Felix Jaehn, FAULHABER",Where The Lights Are Low,0.759,-5.812,0,0.122,0.448,0.0,0.105,0.62,136996,18.95150062696364
Chris Rea,Driving Home for Christmas - 2019 Remaster,0.513,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,241627,37.48316662812036
Carson Coma,Polaroid,0.58,-8.499,0,0.0355,0.0651,0.0,0.467,0.854,234493,30.791049921006447
Pogány Induló,Mámor,0.704,-9.297,0,0.226,0.553,0.0,0.377,0.235,176396,83.82900126794868
Polo G,RAPSTAR,0.789,-6.862,1,0.242,0.41,0.0,0.129,0.437,165926,38.48154295131788
"T. Danny, Manuel",Szeretsz-e,0.949,-7.122,0,0.0674,0.375,0.0,0.112,0.35,174000,45.08582851017103
iñigo quintero,Si No Estás,0.537,-8.72,1,0.0285,0.827,0.0,0.138,0.524,184061,47.82685105475926
"Saweetie, Doja Cat",Best Friend (feat. Doja Cat),0.84,-4.12,1,0.136,0.00302,3.61e-06,0.0684,0.402,155884,21.45469303231032
"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",CARNIVAL,0.594,-5.746,1,0.159,0.189,0.0,0.339,0.311,264324,67.22160742505228
21 Savage,redrum,0.625,-8.757,1,0.0488,0.00598,0.000983,0.375,0.244,270698,58.67344809904725
"Jax Jones, Au/Ra",i miss u (with Au/Ra),0.668,-7.512,1,0.0468,0.0387,0.0,0.134,0.453,172143,22.08621785939532
Olivia Rodrigo,deja vu,0.439,-7.236,1,0.116,0.593,1.07e-05,0.341,0.172,215508,37.49696005497643
Michael Bublé,Santa Claus Is Coming to Town,0.594,-7.109,1,0.0517,0.785,0.0,0.0313,0.396,171093,27.37662308808713
Michael Patrick Kelly,Beautiful Madness,0.705,-6.479,0,0.037,0.222,0.000124,0.07,0.93,175406,16.33238497143259
Arctic Monkeys,505,0.52,-5.866,1,0.0543,0.00237,5.79e-05,0.0733,0.234,253587,10.536485741062734
Goodboys,Bongo Cha Cha Cha,0.817,-5.703,0,0.0473,0.00664,0.255,0.0651,0.973,113128,31.419126062697146
"Black Eyed Peas, Shakira",GIRL LIKE ME,0.964,-8.891,1,0.188,0.0194,0.04,0.0694,0.318,220659,20.33903696190877
Azahriah,mariana.árok,0.621,-9.421,0,0.061,0.614,0.00824,0.104,0.376,244660,76.55590026254106
Ali Gatie,It's You,0.732,-6.972,0,0.0287,0.374,0.0,0.194,0.397,212607,22.919804693230404
Imagine Dragons,Demons,0.5,-3.015,1,0.0339,0.19,0.00025,0.269,0.419,177507,8.925659058251028
Peggy Gou,(It Goes Like) Nanana - Edit,0.671,-5.681,0,0.0352,0.12,0.188,0.0823,0.964,231545,32.26542667682277
"Hailee Steinfeld, Alesso, Florida Georgia Line, WATT","Let Me Go (with Alesso, Florida Georgia Line & watt)",0.664,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,174800,14.7907739460492
Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),0.801,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,182907,26.96645882340636
Dua Lipa,Training Season,0.812,-4.483,0,0.0477,0.0349,2.64e-06,0.123,0.664,209488,57.88688397028449
"Young Thug, J. Cole, Travis Scott",The London (feat. J. Cole & Travis Scott),0.796,-6.946,0,0.147,0.0247,0.0,0.132,0.179,200107,26.15637371798526
Sia,Santa's Coming for Us,0.668,-4.485,1,0.0994,0.0202,0.0,0.047,0.718,206539,26.038584970737915
"ercsé, GNOV, Popa",Szoke hajú lány,0.814,-8.023,1,0.086,0.205,0.0,0.131,0.326,213333,22.02220045766505
"Maroon 5, Megan Thee Stallion",Beautiful Mistakes (feat. Megan Thee Stallion),0.713,-5.483,1,0.027,0.0377,0.0,0.154,0.721,227395,22.813166359071147
Ariana Grande,34+35,0.83,-6.476,1,0.094,0.237,0.0,0.248,0.485,173711,30.51779618023073
Follow The Flow,Anyám Mondta,0.708,-7.002,0,0.0347,0.0668,0.0,0.16,0.686,236813,45.41127619557528
"Beton.Hofi, gyuris, Beatrick",HOLNAP,0.638,-10.476,0,0.252,0.593,1.55e-06,0.111,0.179,203845,39.00268930011521
"The Chainsmokers, Kelsea Ballerini",This Feeling,0.575,-7.906,1,0.0439,0.0558,0.0,0.0912,0.449,197947,17.63314213215841
"Rico, Miss Mood, T. Danny",12 hónap,0.581,-6.509,0,0.0586,0.646,0.0,0.0695,0.726,188235,22.88453251280987
Follow The Flow,Maradok Távol,0.653,-4.912,0,0.0482,0.103,1.91e-06,0.212,0.519,180048,42.26298110242749
Follow The Flow,Nem Tudja Senki,0.401,-6.485,1,0.18,0.314,0.0,0.129,0.278,217826,49.42117129676856
Doja Cat,Streets,0.749,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,226987,31.76666491399631
Gaullin,Moonlight,0.813,-5.687,0,0.085,0.0529,0.0119,0.337,0.29,173067,15.38400333425679
"Sigala, Ella Eyre, Meghan Trainor, French Montana",Just Got Paid,0.734,-1.936,0,0.0865,0.0332,0.0,0.197,0.65,218480,19.294453634418844
Band Aid,Do They Know It's Christmas? - 1984 Version,0.598,-6.933,1,0.0364,0.164,3.35e-05,0.0992,0.349,222533,27.615095655680804
d4vd,Romantic Homicide,0.571,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132631,25.67542395281636
Taylor Swift,You Need To Calm Down,0.768,-5.604,1,0.0505,0.00838,0.0,0.0596,0.706,171387,30.01215259553129
Manuel,Tiara,0.686,-4.95,1,0.043,0.222,0.00332,0.318,0.436,203125,88.6479716747625
Djo,End of Beginning,0.689,-7.643,1,0.0584,0.0351,0.00259,0.0707,0.912,159246,51.88052792070663
ThxSoMch,SPIT IN MY FACE!,0.731,-6.512,1,0.0562,0.0464,0.0252,0.111,0.646,147875,31.562071242312555
VALMAR,Elbaszom a pénzem,0.662,-3.462,1,0.0305,0.357,0.0,0.151,0.582,154118,16.085151077719146
"ByeAlex és a Slepp, Manuel",Merülök,0.713,-8.08,1,0.0761,0.412,1.23e-06,0.099,0.26,240000,27.785263860963184
Calvin Harris,Summer,0.596,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,222533,15.219081201598256
Oliver Tree,Life Goes On,0.7,-5.187,1,0.076,0.186,0.0,0.117,0.569,161803,31.86057072749101
"VINAI, VAMERO",Rise Up (feat. Vamero),0.648,-3.633,1,0.049,0.011,0.0,0.162,0.361,182000,14.07733794658104
"Disturbed, CYRIL",The Sound of Silence - CYRIL Remix,0.68,-4.379,0,0.188,0.123,0.0,0.162,0.244,185238,64.93779943982504
Dennis Lloyd,Never Go Back,0.421,-4.85,0,0.398,0.0135,0.0,0.114,0.733,175424,18.8195119268361
KKevin,Dealer,0.858,-6.73,1,0.403,0.0367,0.0,0.063,0.609,129655,48.79041313235034
"Meek Mill, Drake",Going Bad (feat. Drake),0.889,-6.365,0,0.0905,0.259,0.0,0.252,0.544,180522,32.037443330349745
Benzz,Je M'appelle,0.807,-4.396,1,0.237,0.17,0.0,0.164,0.961,139574,26.690414015982512
"Dua Lipa, BLACKPINK",Kiss and Make Up,0.675,-4.383,1,0.146,0.0557,0.0,0.189,0.63,190560,22.692826886647723
"Dimitri Vegas & Like Mike, David Guetta, Daddy Yankee, Afro Bros, NATTI NATASHA, Dimitri Vegas, Like Mike",Instagram,0.752,-2.097,0,0.102,0.125,0.0,0.423,0.95,184558,17.55708296966722
Olivia Rodrigo,"jealousy, jealousy",0.695,-6.334,0,0.116,0.198,0.0,0.0614,0.699,173160,22.308063475325326
KKevin,RÓLAD SZÓL,0.916,-8.176,1,0.211,0.0131,0.000516,0.103,0.605,159360,65.63445413915863
"Beny Jr, Morad, K y B",Sigue,0.682,-5.597,0,0.165,0.611,0.0328,0.0955,0.594,211456,33.72370047339675
Tones And I,Fly Away,0.806,-6.208,1,0.0685,0.217,0.0,0.217,0.503,178157,14.612097242929352
"Calvin Harris, Tom Grennan",By Your Side (feat. Tom Grennan),0.733,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,189672,26.783748303356973
P!nk,Walk Me Home,0.652,-6.119,1,0.0445,0.0507,0.0,0.179,0.432,177391,25.15523506935665
"Senkise, Hiro",KorsKorsKors,0.749,-7.588,1,0.0388,0.339,0.0,0.108,0.173,197500,13.85239605632836
"Drake, 21 Savage",Rich Flex,0.549,-9.39,0,0.257,0.0517,1.21e-06,0.378,0.418,239360,37.223303049112815
"John Lennon, Yoko Ono",Happy Xmas (War Is Over) - Remastered 2010,0.321,-10.023,1,0.0324,0.28,0.0,0.718,0.414,214333,28.76912475049805
"Shawn Mendes, Justin Bieber",Monster (Shawn Mendes & Justin Bieber),0.652,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,178994,36.32872174238106
"G-Eazy, Tory Lanez, Tyga",Still Be Friends (feat. Tory Lanez & Tyga),0.803,-4.692,0,0.0494,0.00509,0.0,0.0921,0.284,213308,23.52397599144996
Cardi B,Up,0.868,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,156945,36.640582970458
"VIZE, Laniia",Stars,0.617,-2.933,1,0.11,0.0292,0.0,0.16,0.345,165469,11.11898350325214
"DR BRS, T. Danny, KKevin, Kiraly Linda",Juanita (feat. Király Linda),0.841,-10.261,1,0.181,0.129,0.0,0.624,0.682,210850,19.60754203966843
Billie Eilish,No Time To Die,0.344,-13.218,0,0.0365,0.917,0.0107,0.0827,0.0522,242265,38.26007599915562
"Timbaland, Keri Hilson, D.O.E.",The Way I Are,0.729,-6.492,1,0.0936,0.181,0.75,0.319,0.765,179120,12.39217193252503
DaBaby,BOP,0.769,-3.909,1,0.367,0.189,0.0,0.129,0.836,159715,19.82040240604114
"Dzsúdló, MAJRÉ",21,0.754,-5.994,1,0.229,0.453,0.0,0.11,0.305,163434,12.154620000555695
Manuel,Mint egy filmben,0.795,-4.379,1,0.144,0.24,0.0,0.123,0.246,152449,42.74470876274764
Manuel,Ketten,0.835,-3.75,0,0.0776,0.135,0.0,0.0827,0.548,149167,43.78607098120102
Manuel,AURA,0.676,-3.708,1,0.0407,0.0177,0.0,0.107,0.693,144207,56.47806071675281
Burl Ives,A Holly Jolly Christmas,0.683,-13.056,1,0.0303,0.579,0.0,0.076,0.888,135533,24.67812646286656
DESH,Drill,0.832,-7.767,1,0.326,0.0303,0.0116,0.541,0.849,181268,33.2099278910822
"Mustard, Migos",Pure Water (with Migos),0.68,-5.545,1,0.129,0.172,0.0,0.318,0.137,194520,22.995443087388807
"DESH, Azahriah",Eldorádó,0.69,-5.392,0,0.308,0.0847,5.15e-06,0.166,0.771,113842,48.76814855833816
"T. Danny, Szakács Gergő",Az Életem,0.932,-6.947,1,0.303,0.131,0.0,0.0688,0.791,171600,43.35591158042193
"Jack Harlow, Tory Lanez, DaBaby, Lil Wayne","Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",0.904,-5.224,0,0.26,0.0631,0.0,0.185,0.835,227478,13.393982308812696
Follow The Flow,Kivetett,0.787,-4.867,0,0.3,0.0404,8.24e-06,0.135,0.801,214018,19.465556215307345
DESH,Inkasszó,0.65,-3.688,0,0.254,0.289,7.48e-05,0.0764,0.439,149674,41.87652101459881
Don Toliver,No Idea,0.651,-5.717,0,0.0896,0.519,0.000579,0.165,0.35,154424,20.83693633993221
Sia,Unstoppable,0.468,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,217747,9.076269618647132
Charlie Puth,Light Switch,0.69,-5.693,1,0.306,0.105,0.000335,0.0881,0.912,185681,23.375129787626264
James Arthur,Train Wreck,0.311,-5.726,0,0.0365,0.701,0.0,0.0726,0.225,208827,12.114024846347547
"Silk City, Dua Lipa, Mark Ronson, Diplo",Electricity,0.588,-6.439,1,0.0473,0.0104,3.33e-06,0.338,0.505,238173,15.77043115160656
Steve Lacy,Bad Habit,0.686,-7.093,1,0.0355,0.613,5.8e-05,0.402,0.7,232067,22.08100823371926
Halott Pénz,Darabokra Törted A Szívem,0.78,-4.789,1,0.0743,0.406,0.0,0.111,0.479,203954,9.656500599345122
Imagine Dragons,Sharks,0.927,-4.466,0,0.0657,0.00791,3.62e-05,0.279,0.901,190883,22.60831354707284
"Ed Sheeran, Chance the Rapper, PnB Rock",Cross Me (feat. Chance the Rapper & PnB Rock),0.746,-6.373,1,0.12,0.214,0.0,0.0669,0.607,206187,33.531337241653105
Follow The Flow,Gavallér,0.666,-4.737,1,0.12,0.279,0.0,0.26,0.964,193051,13.471824644242162
"Horváth Tamás, Kowalsky Meg A Vega",Fehér holló,0.771,-4.094,1,0.0942,0.0634,0.0,0.0809,0.69,230244,22.027204865836268
"G-Eazy, Halsey",Him & I (with Halsey),0.589,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,268867,11.958101187152238
György Korda,Reptér,0.481,-2.941,1,0.055,0.000324,0.0609,0.195,0.698,249867,20.433735766524435
Harry Styles,Golden,0.448,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,208907,13.550001994855307
Halsey,You should be sad,0.591,-6.35,1,0.0277,0.143,0.0,0.109,0.324,205473,34.22016394814662
"Heuss L'enfoiré, Jul",Moulaga,0.709,-4.667,0,0.1,0.324,5.12e-06,0.0975,0.468,179868,17.302881603451254
"French Montana, Swae Lee",Unforgettable,0.726,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,233902,15.713693366849142
"Bad Bunny, Jhayco",DÁKITI,0.731,-10.059,0,0.0544,0.401,5.22e-05,0.113,0.145,205090,19.251246466923163
"NLE Choppa, Roddy Ricch",Walk Em Down (feat. Roddy Ricch),0.867,-5.171,1,0.227,0.268,0.0,0.0713,0.645,173288,19.02657040749598
Shawn Mendes,Lost In Japan,0.71,-6.781,1,0.367,0.255,0.0,0.106,0.42,201200,14.456933960101525
"Post Malone, Doja Cat",I Like You (A Happier Song) (with Doja Cat),0.733,-6.009,1,0.0751,0.121,0.0,0.121,0.472,192841,23.88945591589756
ekhoe,1755,0.759,-10.646,0,0.0462,0.63,4.43e-05,0.108,0.325,174626,16.092573718889923
